
2021,BSPX101S,基礎演習　７４,戸堂　康之,政経,秋学期,木３時限,3-304,ようこそ、早稲田大学政治経済学部へ。新入生のみなさんは、新しい生活の始まり......
2021,GENX201S,アカデミックリテラシー演習（複言語で学ぶ社会文化）　０１,縣　公一郎／生駒　美喜／ニューエル　アントニー,政経,秋学期,木３時限,3-202(CTLT Classroom2),この授業は、およそA2-B1あるいはそれ以上のドイツ語能力を持つ学生を対象とし......
2021,GENX201S,アカデミックリテラシー演習（科学技術を考える）　０２,岡本　暁子,政経,秋学期,木３時限,3-703,　現代社会では、科学技術と無縁で生きることはできない。個人レベルでの意思決......
2021,GENX201S,アカデミックリテラシー演習（情報数学（ファジィ理論入門））　０２,瀧澤　武信,政経,秋学期,木３時限,3-809,1965年にカリフォルニア大学のL.Zadeh教授により提唱されたFuzzy理論の基礎（フ......
2021,GENX201S,アカデミックリテラシー演習（現代ロシア論）　０１,シュラトフ　ヤロスラブ,政経,秋学期,木３時限,3-203(CTLT Classroom3),ロシア語の文献（インターネットのニュース記事、新聞、雑誌など）を用いながら......
2021,LANE101F,"英語Reading（Language, Economics, and Politics）中級　１２組",フィールゼンド　テリー　キース,政経,秋学期,01:月３時限02:木３時限,01:10-20402:10-302,"In the opinion of many, reading is the single most important skillrequired......"
2021,LANE101F,"英語Reading（Language, Economics, and Politics）中級　１５組",クリスティー　スティーヴ・ジョン,政経,秋学期,01:月３時限02:木３時限,01:3-40402:10-104,"In the opinion of many, reading is the single most important skillrequired......"
2021,LANE101F,"英語Reading（Language, Economics, and Politics）上級　０６組",ディオリオ　ギャレット,政経,秋学期,01:月３時限02:木３時限,01:3-70102:10-407,"In the opinion of many, reading is the single most important skillrequired......"
2021,LANE201F,English Language Course (Business English)　１１,堀江　洋文,政経,秋学期,01:水３時限02:木３時限,01:3-71002:3-601,　‘Business English’， previously called ‘English Correspondence’ in the f......
2021,LANE201F,English Language Course (Global Issues)　１４,増田　正子,政経,秋学期,01:月３時限02:木３時限,01:3-30402:3-801,"In this course, students will gain understanding of globalization's curren......"
2021,BSPX101S,基礎演習　７４,戸堂　康之,政経,秋学期,木３時限,3-304,ようこそ、早稲田大学政治経済学部へ。新入生のみなさんは、新しい生活の始まり......
2021,GENX201S,アカデミックリテラシー演習（複言語で学ぶ社会文化）　０１,縣　公一郎／生駒　美喜／ニューエル　アントニー,政経,秋学期,木３時限,3-202(CTLT Classroom2),この授業は、およそA2-B1あるいはそれ以上のドイツ語能力を持つ学生を対象とし......
2021,GENX201S,アカデミックリテラシー演習（科学技術を考える）　０２,岡本　暁子,政経,秋学期,木３時限,3-703,　現代社会では、科学技術と無縁で生きることはできない。個人レベルでの意思決......
2021,GENX201S,アカデミックリテラシー演習（情報数学（ファジィ理論入門））　０２,瀧澤　武信,政経,秋学期,木３時限,3-809,1965年にカリフォルニア大学のL.Zadeh教授により提唱されたFuzzy理論の基礎（フ......
2021,GENX201S,アカデミックリテラシー演習（現代ロシア論）　０１,シュラトフ　ヤロスラブ,政経,秋学期,木３時限,3-203(CTLT Classroom3),ロシア語の文献（インターネットのニュース記事、新聞、雑誌など）を用いながら......
2021,LANE101F,"英語Reading（Language, Economics, and Politics）中級　１２組",フィールゼンド　テリー　キース,政経,秋学期,01:月３時限02:木３時限,01:10-20402:10-302,"In the opinion of many, reading is the single most important skillrequired......"
2021,LANE101F,"英語Reading（Language, Economics, and Politics）中級　１５組",クリスティー　スティーヴ・ジョン,政経,秋学期,01:月３時限02:木３時限,01:3-40402:10-104,"In the opinion of many, reading is the single most important skillrequired......"
2021,LANE101F,"英語Reading（Language, Economics, and Politics）上級　０６組",ディオリオ　ギャレット,政経,秋学期,01:月３時限02:木３時限,01:3-70102:10-407,"In the opinion of many, reading is the single most important skillrequired......"
2021,LANE201F,English Language Course (Business English)　１１,堀江　洋文,政経,秋学期,01:水３時限02:木３時限,01:3-71002:3-601,　‘Business English’， previously called ‘English Correspondence’ in the f......
2021,LANE201F,English Language Course (Global Issues)　１４,増田　正子,政経,秋学期,01:月３時限02:木３時限,01:3-30402:3-801,"In this course, students will gain understanding of globalization's curren......"
2021,LANE201F,English Language Course (News English)　０９,内野　泰子,政経,秋学期,01:月３時限02:木３時限,01:3-70202:3-702,This course is designed to help you improve your news English reading and ......
2021,LANE201F,English Seminar (Positive Psychology and the Science of Well-Being)　０２,ブリンクマン　ブルース,政経,秋学期,木３時限,10-206,The field of psychology traditionally concentrated on psychological illnes......
2021,LANF101F,仏語（初級）II　０３組,松浦　寛／Ｃ．Ａ．ペリセロ,政経,秋学期,01:水４時限02:木３時限,01:10-20102:10-205,"初級Ⅰ・初級Ⅱ 

　週2コマのうち1コマでは、フランス語の文法を学び（日本人教......"
2021,LANC101F,中国語（初級）II　０２組,佐藤　浩一／段　文凝,政経,秋学期,01:土２時限02:木３時限,01:3-70102:10-107,　政治経済学部には、下記の中国語科目が設置されている。中国語の発音、文法、......
2021,LANC101F,中国語（初級）II　０３組,波多野　眞矢／孫　キ,政経,秋学期,01:木３時限02:水２時限,01:3-30502:3-903(学部PCﾙｰﾑ),　政治経済学部には、下記の中国語科目が設置されている。中国語の発音、文法、......
2021,LANC101F,中国語（初級）II　０７組,関　浩志／姚　紅,政経,秋学期,01:木３時限02:水２時限,01:10-20302:10-106,　政治経済学部には、下記の中国語科目が設置されている。中国語の発音、文法、......
2021,LANS101F,西語（初級）II　０７組,本谷　裕子／石原　セルヒオ,政経,秋学期,01:木３時限02:土２時限,01:3-40602:3-502,週２回の授業を２名の教員（日本人教員とネイティヴ教員）が担当します。初級I......
2021,POLX231L,比較政治学　０１,久保　慶一,政経,秋学期,01:火３時限02:木３時限,01:15-40102:15-402,　本講義は、比較政治学の基本的な諸概念と諸理論についての検討を通じて、世界......
2021,POLX341L,政治学研究（国際政治経済の公共哲学）　０１,若松　良樹,政経,秋学期,木３時限,3-404,全てのものが我々の選択にかかっているわけではないが、環境政策や人口政策など......
2021,POLX309S,政治学演習 II (尾野嘉邦),尾野　嘉邦,政経,秋学期,木３時限,3-306,投票行動に焦点を当てた政治行動論の演習です。人間はいろいろな場面で選択を迫......
2021,ECNA399S,経済学演習 II (齊藤有希子),齊藤　有希子,政経,秋学期,木３時限,3-605,現実社会において、空間経済学がどのような示唆を与えうるのか、興味のあるテー......
2021,ECNT499S,経済学演習 IV (金子昭彦),金子　昭彦,政経,秋学期,木３時限,3-808,卒業論文の進捗状況について発表を行う
2021,POLX341L,国際政治経済研究（国際政治経済の公共哲学）　０１,若松　良樹,政経,秋学期,木３時限,3-404,全てのものが我々の選択にかかっているわけではないが、環境政策や人口政策など......
2021,JOUX309S,ジャーナリズム・メディア演習 II (中村理),中村　理,政経,秋学期,木３時限,7-306,本演習は、内容分析という手法を使ってメディアの送り出す情報を実証的に分析す......
2021,GENX301S,Advanced Seminar II　０２,戸村　肇,政経,秋学期,木３時限,3-709,"In this course, students read a report on the U.S. subprime mortgage crisi......"
2021,GENX301S,Advanced Seminar II　０３,ヴェステグ　ロベルト　フェレンツ,政経,秋学期,木３時限,7-419,　This seminar offers a brief introduction to the Economics of Information......
2021,GENX301S,Advanced Seminar II　０４,浅古　泰史,政経,秋学期,木３時限,3-802,The topic and the lecture style will be decided by students in my Advanced......
2021,GENX301S,Advanced Seminar II　０５,小枝　淳子,政経,秋学期,木３時限,3-402,This seminar examines various empirical facts and analyses used in recent ......
2021,GENX301S,Advanced Seminar II　０６,チョン　フン,政経,秋学期,木３時限,3-701,     This is a course in game theory. The course will basically cover  ‘mu......
2021,GENX301S,Advanced Seminar II　０７,下川　哲,政経,秋学期,木３時限,3-812(演習室),"Following Advanced Seminar 1, this seminar continues to learn intermediate......"
